feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,fraud_label,chargeback_label,takeover_label,anomaly_score
-0.2377845493423596,-0.5199809444688637,2.422684161092811,0.09191466058978393,-0.7154064254917851,2.471737130439942,-0.4830386932701546,-1.6962354482665505,-0.5190868075398181,-0.06968366624181854,-3.272407061475864,2.1030446435816024,2.9249091806028655,-1.6667777058966824,-1.1942393086025098,-0.33845287391484113,-0.039766670260893866,-0.44396473590739466,-0.01936564147186813,-0.4808976486921217,0,0,0,0.0856594815117428
-2.4084538743961272,-0.5036532145571493,-0.016668778466034952,0.25543439504319143,-0.6549818063571468,3.577859851705994,-0.42765841894421563,-1.5690558836619282,-2.7639248369081484,1.178533809135965,-0.5721488211558874,2.669319302652272,2.1033720364098345,4.025962253579812,-1.8628886533107827,-2.9443375083283625,-0.6073348668657249,-0.7209837623761982,-0.8127252495450996,-3.0815505676368025,1,1,1,0.14008160265877528
-2.869987828720601,0.6961356872261575,-1.5575281358803583,2.4421218799999513,1.055792914646795,0.6979508786125852,0.6993116153956298,-1.5793211251238923,-1.2510819955246202,-0.47083790567125894,1.7972207962935118,2.6958977146192047,0.9002096494289699,4.273442129439149,2.1786828457311707,-4.516924772590322,0.49245289115351976,-0.6805306843701004,0.28438895878469284,-2.2274952414601916,0,0,0,0.17524298158344792
2.835769756734499,-0.20449744943628317,-0.06743146057250134,-2.0570530398459725,0.9651260889318366,0.141055741261582,-0.7523138221796712,1.3290687037894724,3.049970494704238,2.8389666639501216,0.44894838559522476,0.8687013994600612,-1.6128640504590872,-2.61609412035273,1.404410979725768,7.2795911649915555,-1.2268728461460925,0.7657562628568966,0.09672203165936619,1.8403501973139793,1,1,1,0.3011305081750113
-1.3951609882705025,-0.023080157269282853,-2.4131797080473976,-2.772602687309738,-1.8826984008911147,7.314834777751698,0.47038086313970184,1.7509041548511155,1.2190312623596842,1.425864041656181,-3.5185710209952763,0.8163411769060102,-0.3171650482489785,3.4395945073707863,-1.174354199537011,2.55818887718939,-1.381175045205023,-0.4494361205352941,-0.8945959107913372,-2.1183732671948805,1,1,1,0.28698987128298253
1.7432902026884725,-0.19091306278729825,-6.021427181826168,-2.0357145385706508,0.9818820214125328,0.9448698403523988,0.7601025344900788,-1.3714342096242562,-1.9355114563931433,2.679485043195893,-1.9791097462359306,-2.713065400734605,-0.6729256169415236,-1.8731738856583247,-1.4608629891267508,2.330725834229153,1.0582709531733778,1.6100835778473694,0.05044256246669084,-2.7962696418378066,1,1,1,0.2758065032796696
1.0321894027744405,-1.437085469356547,2.167918081417861,0.6660752939119182,-0.32880737065999444,-4.4873312684214275,0.6633999362213387,-3.01299950140757,-1.9514750020856524,-0.7196782445695971,-0.3736794574370974,-4.995827250048895,1.784832758388405,-2.5240543185809208,-0.3352380299212935,-4.379529417278013,-2.6367967623783493,-0.8401930040055957,1.3467077671211805,2.9121844133900794,0,0,0,0.3264426467120769
-1.3647713791826805,-0.0732419518372957,-2.51236129591133,0.9710475439778671,1.6318592203328917,1.8971368651309681,-1.1086532839200267,-0.47507124065929124,-1.3082927061876934,0.5028408363977204,-1.198590474386339,1.6993232012868282,0.4237687227132386,0.12318049038460809,1.2412934278037782,-1.3575507344817632,0.5510151791684585,0.005590717613447413,1.899951931555498,-1.2649677797067533,0,0,0,0.18726024339807462
-1.1352386348212367,0.8271676931423981,3.1931981066530977,-2.1495407455336473,0.3683080305981111,3.7838651196335635,0.5040644973418321,0.2918056685271381,-1.767348925319911,-3.1725371348247284,-0.8525159452627462,2.5550099782441444,1.240280361014122,4.875750720781268,-0.3144072081033089,-3.4731191441916316,-1.365875727692391,1.4354770924053568,-0.4345863079853387,-0.6176964879487014,1,1,1,0.17557178286928254
2.194048671220082,-0.002785985353867405,-0.8302916476506328,-2.451879505206966,-0.26576734759129095,3.7984019515544243,0.09407062218114517,3.386478375161688,2.989660379105805,0.42661261028916597,-1.5627080675898184,3.08930722033329,-2.5092456194967214,-2.257157718424254,1.222455242141809,7.734813444898554,1.228768624782362,1.6105093487376558,-0.27615293436456995,0.17246487829556956,1,1,1,0.28159599282712755
