feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,fraud_label,chargeback_label,takeover_label,anomaly_score
-0.9396415433311762,0.745510386908766,0.35990802283159284,-0.768140428818894,0.033314414984875196,2.7026855545174326,1.0592715680595304,-0.5787545335980643,-0.3909164272757446,1.0784261944729465,-0.3427177768781444,-1.2519222604734526,0.5937509348940273,-0.36405692767316133,0.11280011290523188,3.08263863749109,1.7127578686185845,0.6495813316461732,-0.3218560072342145,-0.9977577826593548,0,0,0,0.10718562929361297
-5.0545389091511765,-3.122052312208694,-3.672422925715819,1.836134638695865,-2.3701292061291412,-2.806002099969488,-2.574420334103814,2.9565380835198503,-3.4168505870219614,0.4892118246643012,-0.11648835263103476,-0.07502700039680087,11.447429126110112,-1.0002827933000527,-0.8903377496899876,5.03491579168727,-2.7168903196896004,-0.3827784017095585,-2.9386251444209788,0.44049449616333775,0,1,0,0.49608016807463795
8.889184194033678,0.8342954320086517,-1.0254926452749404,-1.4878050410897035,1.6305580889393436,-1.5060681020284725,0.8668931267570297,-0.35324472108034144,-4.477377393302092,1.6173586974450547,-1.82816492792714,-0.7725086063921601,-1.197917754326958,-2.7189817897242925,7.428408969523555,0.5685189391865246,1.3316384517239472,1.0278838914334096,4.113401059444821,-0.342994225602232,0,0,0,0.5770678124114405
2.8420502671008405,-0.21101616284862335,-0.4709888083003637,-1.2570073844264469,0.06642128721772422,-0.63459544206847,-0.8611319983011183,-0.2018933550599753,-0.3548581037232247,-0.9597323348329341,0.5511266040869559,0.5570296224878031,-0.6128775269008621,-0.18232328416069632,2.4100742214434376,-1.6417950132170858,1.3994993143600374,-0.21450256682421923,2.471563846850147,-1.663689978196383,1,1,1,0.10639997934477918
-4.542091379623433,-1.214849603700643,1.4586747485675118,0.3482267247198493,1.295932400347327,0.24746173086363907,-0.44840730764101844,-0.6907758343469874,1.5467116703112072,0.5930540502830212,-1.3853605184444944,0.8255570748695653,-0.45298981221220075,0.2845939826560433,-2.6643749914202846,0.6596607425632923,1.2836774687313695,0.42737604547079716,-1.7950371423680636,-0.38850706711885274,0,0,0,0.10347912876021914
-6.4352556260764695,0.33694255245109284,-1.4177955305206078,1.2025491857817514,2.0004877642977474,1.5768183839415861,-1.0456702364074295,-4.044387905256274,-2.7394635012704303,0.16538476902386298,0.04226306496497919,1.7413836552867057,5.117811146753267,-1.153890469907626,-0.06702846878151487,2.9466880170133836,-0.8318717118481198,0.6485467476329978,-3.2191812722110704,-0.7067431816423531,0,0,0,0.38123735121236474
-2.0064953260074745,0.11175911031572316,0.4335156988009874,1.3625442677049424,-0.5248863207307262,-2.2148984413847526,-0.9699842231445348,0.6020082004334122,-1.118218092987319,0.6165793523072711,-0.5972789358462477,0.18606843247054689,1.4173651609511602,-1.0490009028413525,-2.1862349436026784,0.8350965196718464,-0.780802881186362,0.163427820386131,-2.2120071477730257,-1.3070983443991324,0,0,0,0.0943086504743943
0.32138379538662587,1.9723501557960579,1.673470552262438,4.91618326686149,1.2717691338438035,5.764395045445907,3.502173579229746,-1.3501831884218876,3.452034521051319,1.471400348166522,0.6961897158262457,1.0902442836580648,0.811718597637791,-4.080095075474558,0.06772376519450767,1.4189350669020206,-2.8041969782532328,0.865271157294546,-1.0736698637712894,0.9075323007926969,0,0,0,0.4722181233083852
-2.3996988693821493,0.34410482452059776,0.5024266339962498,1.6321077963264319,1.214724622921405,-1.9386083400119078,-1.1536095696412032,1.7332057869405615,-0.757841253955439,-0.5492386533125753,-0.9928687053786982,-1.129667459310537,0.003715943183993775,-0.2844922557407259,-3.807362663013082,1.6700374229482704,-2.9308417961173254,-2.17554877698757,-2.5481459695025324,-0.24707943680771946,0,0,0,0.35597593144843437
5.350628214517908,0.5230747141235623,-0.6962289893254825,-1.3229767319882981,-0.3443271825346097,-2.0891687553018614,-0.9398215250629649,2.011043093272461,0.4959238086910245,-0.4617450413461271,-0.6125509023540618,1.12643371674603,-2.1303069494946927,-1.8123449615828,2.3763940032434117,-1.9349509381076784,0.3666139678592712,-0.33227270125008823,2.3856280988312966,-1.3040031778366379,1,1,1,0.14821006730676223
6.8494362235779676,-0.08256985013322504,0.5186922280273176,-2.2105038641192984,-1.2909040270251504,-2.18554186806004,1.9509699603726525,2.912344723325888,-3.1897893094103296,-0.22492023093552171,-0.15619390009719572,0.21743908072584237,-2.047622323779297,-0.5030161292342599,3.2116606592851773,2.547979466303847,2.669845053021369,-0.1891803351589201,2.345684334699038,-0.6274611664757017,0,0,0,0.16558841188279894
-0.585091274675287,1.037049423583007,-1.3956745983433465,0.7223159706381248,0.3677459504482219,-0.7973338462260459,-2.3106481222770414,1.2432050656639426,-1.13707446059112,-1.686876951373053,0.7499383929448385,0.5837114198239499,0.6449685256342643,2.63236151335824,-2.760265634801116,-1.0532524269888928,-4.742619213639757,-0.4928849123837183,0.11292810519914331,-0.2523534819908905,1,1,1,0.24377039931356587
